Job Title,Company,Company Rating,Job Snippet,Location,Salary
Technical Adoption Specialist - Data Science Engineer,Qlik,3.7,"
Understands the fundamentals of data science and supervised machine learning.
Applied experience using data science and machine learning to solve business…
","Remote in Salt Lake City, UT+4 locations",Full-time
ML Ops Engineer/Data Engineer,Alldus,N/A,"
Experience with machine learning algorithms and/ror machine learning infrastructure in Python.
We are an International Fully Remote Biotech company operating…
",Remote in North Carolina,N/A
Machine Learning Engineer III,"Ventech Solutions, Inc.",3.1,"
Experience using machine learning frameworks like TensorFlow or PyTorch.
Solid foundation in machine learning - feature engineering, classification, clustering,…
","Manassas, VA 20109",Full-time
Software Engineer for Athlete Performance Research,Stanford University,4.2,"
Develop a robust user experience in Python and make other improvements to facilitate uptake of our biomechanics software by the machine learning community.
","Stanford, CA",Full-time
Sr Machine Learning Engineer,Live Nation,4.1,"
Our mission is to make reliable data available and enable value creation by the data community of engineers, analysts and decision makers.
","Remote in Los Angeles, CA",Full-time
Python Engineer,Capgemini,3.8,"
Add Access disposition handling for GDPR/LGPD and future-proof for further regulations/updates from Privacy Legal.
Automate portions of QA and Testing.
","Burbank, CA+1 location",Contract
"Staff Software Engineer, Care Insights & Analytics",The New York Times,4.0,"
Passion for leading and coaching engineers with a flexible, principled approach.
Find opportunities to create space within our team for other engineers to grow…
","New York, NY",Full-time
Software Engineer,MOLOCO,N/A,"
Customer Facing: Design and implement server APIs, mobile SDKs, and web services for customers and partners.
Experience in Cloud/Big Data platforms (e.g., AWS,…
","Seattle, WA+1 location",N/A
"Senior Software Engineer I, Machine Learning Systems",Etsy,4.3,"
Practical experience designing & architecting large scale machine learning systems.
Our team's goal is to build real-time, configurable & scalable systems that…
","Remote in San Francisco, CA+4 locations",Full-time
Computer Vision Research Engineer,Oculus,4.1,"
Design and develop novel computer vision and machine learning algorithms in areas such as: real-time gesture recognition, reconstruction, understanding,…
","Burlingame, CA+61 locations",N/A
Staff Data Scientist,GE Healthcare,3.9,"
The Staff Data Scientist will work in teams addressing statistical, machine learning and data understanding problems in a commercial technology and consultancy…
","Wauwatosa, WI 53226+1 location",N/A
Research Engineer,Epic Games,3.8,"
Epic Games creates and deploys advanced computer-vision and machine learning technologies to transform the production and consumption of digital media.
","San Francisco, CA",N/A
DATA SCIENCE ENGINEER,Duke Careers,4.0,"
Diffusion and dissemination of machine learning products.
Development, validation, and implementation of machine learning systems.
","Durham, NC 27710 (Duke West Campus area)",N/A
2022 New College Graduate - Software Engineering Development...,Cognex Corporation,3.9,"
This is a new program to train and engage emerging engineers in the design and development of intelligent connected products.
","Natick, MA 01760+1 location",Full-time
Machine Learning Engineer - Telecommute,UnitedHealth Group,3.6,"
Support and drive analytic efforts around machine learning and innovation.
4+ years of hands-on experience in developing analytics with machine learning, deep…
","Remote in Eden Prairie, MN+1 location",Full-time
newCybersecurity Data Scientist,The MITRE Corporation,3.9,"
Demonstrated experience applying data science and machine learning to detect and prevent cybersecurity threats.
Experience in a customer-facing environment.
","McLean, VA+2 locations",Full-time
Lead Computer Vision Engineer,ILLUMIX,N/A,"
Solid understanding of a production machine learning workflow and deep learning model optimization.
Review machine learning and computer vision solutions to…
",Remote,Full-time
"Lead Machine Learning Scientist, Personalization",Varo Money,3.3,"
Guide and mentor junior machine learning scientists and engineers.
5+ years expertise in applying machine learning to real-world problems.
",+1 locationRemote,Full-time
"Associate Director, Automation & Machine Learning",News Corp,3.8,"
Lead a team of automation engineers and markets experts, working to build and prioritize automation and machine learning solutions for the business,.
","New York, NY",Full-time
"Product Manager, Machine Learning User Experience Interface",Spotify,4.3,"
Collaborate with engineers, researchers, data scientists, designers and other product managers to craft the experience for Machine Learning practitioners across…
","Remote in New York, NY",N/A
newSoftware Engineer,Thrivent,3.8,"
Our technologists are involved in work that includes cloud native development, digital architecture and integration, automation, cloud data platforms,…
","Minneapolis, MN",Full-time
Backend Engineer Python,Einblick,N/A,"
You have experience in data science, machine learning and AI.
We use C++ for anything latency sensitive, and we use Python for mostly user-defined operations,…
","Cambridge, MA",N/A
Data Science Rotation Program Associate,New York Life Insurance Co,3.7,"
Your rotations will be through different areas within CDSAi, so you can build skills in data engineering and machine learning thus providing you a solid…
","New York, NY",N/A
newSoftware Development Engineer,McAfee,3.7,"
In this position, you will be responsible for developing machine learning, deep learning and Heuristic based software solutions for Malware analysis and…
",Remote,Full-time
Staff Software Development Engineer,Fortinet,3.7,"
Depending on your expertise work can vary from libraries in C, python and node code, web frontends and UX design, databases, containerization, machine learning,…
","Sunnyvale, CA 94086 (East Murphy area)+1 location",Full-time
Google - Machine Learning Consultant,Accenture,4.0,"
Minimum 3 years of developing machine learning methods, including familiarity with techniques in clustering, regression, optimization, recommendation, neural.
","San Francisco, CA+7 locations",Full-time
"Software Engineer, ML Performance, Compute",Waymo,3.2,"
Knowledge of the principles behind popular machine learning and neural network algorithms and applications.
To achieve our mission, we architect and create high…
","Mountain View, CA+11 locations",N/A
newPrincipal Applied Scientist,Amazon.com Services LLC,3.5,"
Technical leadership in large-scale machine learning and deep learning for recommendation systems.
Build machine learning models, perform proof-of-concept,…
","Sunnyvale, CA+23 locations",Full-time
Software Engineer,Ambarella,N/A,"
Join a team of highly innovative scientists and engineers to research, architect and implement new technologies related to Automotive Camera Solutions.
","Santa Clara, CA",Full-time
"Jr. Data Scientist, Data Engineering- Evicore",Cigna,3.7,"
The inQbator AI team has a mature ecosystem of solutions currently deployed to production that use state of the art natural language processing and machine…
","Hartford, CT 06152 (Frog Hollow area)","$68,300 - $113,800 a year"
Machine Learning Engineer,Reveal,2.6,"
2+ years of industry work experience with machine learning (SVM, logistic regression, Deep Learning, Active learning) and NLP technologies.
","Hybrid remote in Chicago, IL",Full-time
Data Engineer,Digital Envoy,N/A,"
Implement ETL pipelines in AWS (Glue/EMR) to support feature stores for analysis and machine learning use cases.
Understanding of html, javascript and APIs.
",+1 locationRemote,Full-time
AI/ML Junior Architect/Developer,DMI,3.7,"
Work closely with AI/ML Product Owners and ML system architects and engineers to design and prove model governance strategy, distributed learning methods,…
",Remote,Full-time
Machine Learning Data Research Scientist,Leidos,3.7,"
Demonstrable skills in the application of various machine learning methods.
Applying artificial intelligence/machine learning methods to analyze geological and…
","Albany, OR 97321+3 locations",Full-time
"Staff Software Engineer, Machine Learning - Search, Recommen...",Discord,4.3,"
Collaborate with stakeholders throughout the company such as, leaders in product, data science, and engineering Build generalizable infrastructure for NLP,…
","Hybrid remote in San Francisco, CA+6 locations",N/A
newLead Machine Learning Engineer,ResMed,3.8,"
Solid experience building production data and machine learning pipelines and architecting ML systems.
Your focus will be building and delivering intelligent…
","San Diego, CA 92123 (Kearny Mesa area)+1 location",Full-time
Junior Data Scientist,Soothsayer Analytics,2.7,"
Strong hands on experience in implementing machine learning algorithms and models.
1-year experience with open source machine learning tools built in Python or…
","Livonia, MI",Full-time
Data Scientist,Health Catalyst,4.8,"
This position involves development and maintenance of machine learning pipelines, cloud-based infrastructure, and Python and R packages that accelerate…
",+1 locationRemote,Full-time
Software Engineer All Seniority Levels,f5,3.9,"
As a software engineer on F5’s AI and Data Platforms team – Scalable Data Analytic Platform, you will be solving unique and challenging problems in querying,…
","San Jose, CA",Full-time
Machine Learning Engineer,Johns Hopkins Applied Physics Laboratory (APL),4.0,"
Have at least 3 years of machine learning/artificial intelligence development experience.
Must include experience using Tensorflow, PyTorch, or similar machine…
","Laurel, MD 20724+1 location",N/A
ML Ops Engineer/Data Engineer,Alldus,N/A,"
Experience with machine learning algorithms and/ror machine learning infrastructure in Python.
We are an International Fully Remote Biotech company operating…
",Remote in North Carolina,N/A
Software Test Engineer IQ R&D,Qualtrics,4.3,"
The ideal candidate would evaluate and drive the testing approach for machine learning projects, develop automation at scale and collaborate with peer quality…
","Seattle, WA 98101 (Downtown area)",N/A
Senior Applied Scientist,Wyze Labs,N/A,"
3+ years of experience working on using deep learning and machine learning to solve production problems.
Patent and publish findings in leading computer vision…
","Remote in Kirkland, WA",Full-time
newSenior Computer Vision Engineer / Scientist,Stryker,3.9,"
Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering, Statistics or related field required, preferably with a focus on computer…
","Menlo Park, CA",N/A
Data Engineer,University of California San Francisco,4.1,"
The Arnaout laboratory studies deep and machine learning for biomedical imaging and related clinical data, with the goals of decreasing diagnostic error and…
","San Francisco, CA 94143 (Inner Sunset area)",Full-time +1
Machine Learning - Site Reliability Engineer,"JPMorgan Chase Bank, N.A.",3.9,"
In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and…
","Houston, TX+12 locations",Full-time
Data Engineer,Meredith Corporation,3.6,"
Experience with machine learning is a plus.
Minimum 5 years’ experience as a data engineer/architect.
I. Job Summary | Major goals and objectives.
","Seattle, WA 98122 (Central District area)+1 location",Full-time
newStaff Software Engineer - Backend (US Remote),LeanTaaS,N/A,"
We are a Series D company that’s on a mission to make hospitals more efficient with data science and machine learning.
Monthly reimbursement for Skill Building.
","Remote in Santa Clara, CA",Full-time
Data Scientist,Insurity,2.9,"
2+ years of professional experience in an analytics role, focusing on statistical modeling or machine learning.
Insurity's next Data Scientist.
",Remote,N/A
Senior Machine Learning Engineer,Singularity 6,N/A,"
Background in building large-scale machine learning systems.
Identify novel techniques to unsolved problems and construct live machine learning systems that…
","Los Angeles, CA 90064 (Sawtelle area)",N/A
Data Scientist,GE Healthcare,3.9,"
Demonstrated project(s) in which large amounts of image data successfully data mined using machine learning techniques.
Good knowledge of DICOM and Ultrasound.
","Wauwatosa, WI 53226+1 location",N/A
Senior AI/ML Engineer,"The Stratagem Group, Inc",N/A,"
Applying unsupervised and/or supervised machine learning techniques.
MS or PhD in machine learning, computer science, mathematics, or relevant fields.
","King of Prussia, PA 19406+1 location","$105,000 - $190,000 a year"
Software Engineer,Leica Microsystems,3.7,"
Knowledge of machine learning, deep learning, computer vision, image analysis.
Leica Microsystems has helped shape the future for over 170 years, by developing…
","Hybrid remote in Bellevue, WA+1 location",Full-time
"Senior AI & Machine Learning Engineering, SaMD",ConvaTec,3.5,"
Supervise a team of 2-6 senior machine-learning engineers as a player/coach, mentoring them and orchestrating collective learning and development of next…
","Lexington, MA+1 location",N/A
Research and Development Computer Scientist,Radiance Technologies Inc.,4.3,"
Knowledge of the any of the following topic areas: expert systems, knowledge representation, machine learning, database theory, query languages, formal…
","Huntsville, AL",Full-time
Machine Learning Engineer,Harvard University,4.3,"
Matthew K. Nock, the Director of the Nock Lab in the Department of Psychology at Harvard University is seeking to hire a Machine Learning Engineer (MLE) / Data…
","Cambridge, MA",Full-time
newSoftware Engineer,Broad Institute,4.0,"
Experience with statistics and/or machine learning a strong plus.
We work in the intersection of statistics, machine learning, computer science and biology.
","Cambridge, MA 02142 (Kendall Square area)",Full-time
newData Engineer,E. & J. Gallo Winery,4.1,"
Deploys sophisticated analytics programs, machine learning and statistical methods.
With a global portfolio of over 100 unique wine and spirits brands, we are…
","Modesto, CA",N/A
Associate Research Engineer,Microbeam Technologies,N/A,"
Work with a collaborative team of talented material scientists, mechanical engineers, design engineers, data scientists/engineers, machine learning/neural…
","Grand Forks, ND 58203",N/A
Data Engineer,Commonwealth Care Alliance,3.4,"
Work closely with the data scientists to deploy and automate machine learning algorithms.
Publication or presentation of innovation in data science, machine…
","Boston, MA 02108 (Downtown Crossing area)+3 locations",N/A
AI Engineer,Sony AI America Inc.,4.1,"
Write code to support research programs and contribute to our AI codebase.
Implement and test AI algorithms.
Experience designing and debugging neural networks.
","Remote in New York, NY",Full-time
Quality Engineer,Dell Technologies,4.0,"
Collaborates well with other engineers and other engineering groups, and voluntarily share information.
Our team defines strategy – not to mention governance –…
",Remote in Texas+1 location,N/A
Staff Computer Vision Engineer - Uber AI,Uber,3.7,"
Modern machine learning algorithms (e.g., tree-based techniques, supervised, deep, or probabilistic learning).
","Mill Valley, CA 94941+19 locations",Full-time
System Modeling Engineer,Arm,4.2,"
Arm builds models of leading-edge Arm technologies that will power future systems in markets such as machine learning, high performance computing, mobile and…
","Boston, MA 02118 (South End area)",N/A
Machine Learning Engineer III,"Ventech Solutions, Inc.",3.1,"
Experience using machine learning frameworks like TensorFlow or PyTorch.
Solid foundation in machine learning - feature engineering, classification, clustering,…
","Manassas, VA 20109",Full-time
Data Scientist (remote),ViacomCBS,3.9,"
Experience implementing and deploying statistics and machine learning models.
Knowledge of a variety of machine learning techniques (clustering, regression,…
","Remote in New York, NY",Full-time
SE: Research Platform Pipeline,Aquatic Capital Management,N/A,"
Our engineers are trusted to carry projects through from conception to completion.
In this role, you'll be working closely with researchers and other engineers,…
","Chicago, IL",N/A
Senior Research Engineer,Corva,N/A,"
Develop, train, test, and optimize machine learning models.
Basic skills, knowledge, and abilities in machine learning and cloud computing.
","Houston, TX 77043 (Spring Branch area)",Full-time
"Data Science and Engineering Manager, Content Performance",Netflix,3.9,"
Have a passion for machine learning techniques and bringing those models from prototype into production.
Guide analyses and machine learning models that inform…
","Los Gatos, CA",N/A
Machine Learning Engineer,Micron,3.7,"
Build and maintain data/solution pipelines that feed machine learning models.
Create/Maintain CI/CD pipelines of machine learning solutions in the cloud.
","Boise, ID+1 location",N/A
Head of Data Science,Density,N/A,"
Everything from our machine learning algorithms on the embedded devices, to the cloud software the CS & Engineering team use to evaluate our accuracy and…
",Remote,Full-time
Data Engineer,Amex,4.1,"
Build ETL pipelines to analyze, combine and organize raw data from different sources.
Sometimes be involved in conducting complex data analysis and transform…
","Phoenix, AZ",N/A
Customer Engineer,Parallel Domain,N/A,"
Experience in sensor fusion and camera calibration - especially related to autonomous systems, computer vision, and machine perception.
","Remote in San Francisco Bay Area, CA",Full-time
"Principal Software Engineer, Augmented Analytics Team",Tableau,3.7,"
Being the technical lead for the team, responsible for knowing and owning technical decisions like architecture, technology choices, and deployment.
","Boston, MA+1 location",Full-time
"Principal Software Engineer, Augmented Analytics Team",Tableau,3.7,"
Being the technical lead for the team, responsible for knowing and owning technical decisions like architecture, technology choices, and deployment.
","Boston, MA+1 location",Full-time
newPrincipal Software Engineer - Machine Learning,Veeva Systems,3.7,"
Develop highly scalable systems, algorithms, and tools to support machine learning solutions.
Develop, integrate, and optimize end-to-end AI pipelines.
","Pleasanton, CA 94588",N/A
Head of Data Science,Density,N/A,"
Everything from our machine learning algorithms on the embedded devices, to the cloud software the CS & Engineering team use to evaluate our accuracy and…
",Remote,Full-time
Customer Engineer,Parallel Domain,N/A,"
Experience in sensor fusion and camera calibration - especially related to autonomous systems, computer vision, and machine perception.
","Remote in San Francisco Bay Area, CA",Full-time
Machine Learning Scientist—Genomics,Patch Biosciences,N/A,"
Knowledge of and experience with machine learning, including neural network frameworks (e.g., PyTorch or Tensorflow) and state-of-the-art network architectures.
","Remote in New York, NY",N/A
Conversational AI & NLP Specialist,Facebook App,4.1,"
To succeed in this role, you should possess skills in statistical analysis, machine learning methods and text representation techniques.
",+3 locationsRemote,N/A
newSoftware Engineer,Broad Institute,4.0,"
Experience with statistics and/or machine learning a strong plus.
In the Cancer Data Science group, we leverage data science approaches to understand cancer…
","Cambridge, MA 02142 (Kendall Square area)",Full-time
Backend Engineer Python,Einblick,N/A,"
You have experience in data science, machine learning and AI.
We use C++ for anything latency sensitive, and we use Python for mostly user-defined operations,…
","Cambridge, MA",N/A
AI/ML Junior Architect/Developer,DMI,3.7,"
Work closely with AI/ML Product Owners and ML system architects and engineers to design and prove model governance strategy, distributed learning methods,…
",Remote,Full-time
Lead Data Engineer,Hitachi Solutions Ltd,3.8,"
Construction of data science and machine learning research and production pipelines.
As their trusted advisor, we support our clients to deliver on their…
","Minneapolis, MN 55431+1 location",N/A
Informatics Scientists,Eli Lilly,4.1,"
Minimum two-year experiences in applications of data mining, machine learning algorithms such as SVM, ANN, SNN, etc.
","Cambridge, MA",Full-time
Data Science and Machine Learning Engineer,"Valiant Solutions, LLC",4.0,"
Experience with machine learning and AI.
Instruct agency leadership on machine learning program efforts and direction.
5 years of experience in Data Science.
",Remote,Full-time
"Development Engineer, Applied Mathematics",OFS FITEL LLC,3.7,"
Knowledge of data science techniques, statistics, machine learning and artificial intelligence algorithms, as well as experience in C/C++ programming are…
","Somerset, NJ 08873+1 location",N/A
newUser Researcher 2,Microsoft,4.2,"
We are looking for an experienced User Researcher who’s highly skilled in creating user journeys and working with multiple types of users, including Developers…
","Remote in Redmond, WA+2 locations",Full-time
DATA ENGINEER,STAND 8,N/A,"
You will be comfortable working with structured and unstructured datasets and automating data pipelines to ingest, analyze, validate, normalize and clean data…
","Remote in Los Angeles, CA",Contract
"Backend Engineer, Machine Learning",ByteDance,4.1,"
Design, architect and implement large-scale machine learning systems/infrastructure/services for computer vision, computer graphics and deep learning models.
","Mountain View, CA+2 locations",N/A
QA Engineer,Gridunity,N/A,"
Perform software testing to ensure the quality of client/server and web-based applications.
Assist with reviewing and validating requirements, specifications…
","Remote in Boston, MA",Full-time
"Software Engineer II (Machine Learning), Core Media Technolo...",Disney Streaming,N/A,"
Excellent collaboration skills, working alongside experienced software research and development engineers.
Media Engineering handles audio, video, and metadata…
","Morrisville, NC+2 locations",Full-time
Lead Machine Learning Engineer,Athenahealth,3.7,"
We’re currently seeking software and DevOps/SRE engineers with experience building cloud-based software and data analytics platforms, as well as data scientists…
","Watertown, MA+1 location",Full-time
Research Engineer,Epic Games,3.8,"
Epic Games creates and deploys advanced computer-vision and machine learning technologies to transform the production and consumption of digital media.
","San Francisco, CA",N/A
Senior Machine Learning Engineer - Applied Intelligence (Rem...,New Relic,3.3,"
Hands-on experience and knowledge of machine learning techniques and algorithms using Python or R.
Our ideal candidate is someone who can strengthen our team…
","Remote in San Francisco, CA+20 locations",Full-time
Senior AI/ML Engineer,"The Stratagem Group, Inc",N/A,"
Applying unsupervised and/or supervised machine learning techniques.
MS or PhD in machine learning, computer science, mathematics, or relevant fields.
","King of Prussia, PA 19406+1 location","$105,000 - $190,000 a year"
Sr Software Engineer Machine Learning and ML Operations,Williams Sonoma,3.5,"
The platform will also enable machine/deep learning infrastructure that operationalizes data science models for broad consumption.
","San Francisco, CA 94108 (Financial District/South Beach area)",Full-time
Data Scientist,VitalConnect,4.5,"
Strong hands-on expertise with a variety of machine learning techniques (supervised/unsupervised, clustering, decision tree learning, neural networks, etc.).
","San Jose, CA",N/A
Senior Embedded Software Engineer,John Deere,4.0,"
Experience in machine learning theory and learning algorithms.
Mentor engineers within the team on embedded software work.
","East Moline, IL 61244+1 location",N/A
newData Engineer,E. & J. Gallo Winery,4.1,"
Deploys sophisticated analytics programs, machine learning and statistical methods.
As a Data Engineer you will transform data into a format that can be easily…
","Modesto, CA",N/A
"Software Engineer II, Applied ML",Eikon Therapeutics,N/A,"
Define and develop machine learning algorithms applicable to high-throughput compound screening, at both the system and individual experiment level.
","Hayward, CA 94545 (Glen Eden area)",Full-time
"Senior Research Scientist, Computer Vision and Computer Grap...",Netflix,3.9,"
Expertise in machine learning spanning supervised and unsupervised learning methods, and applying ML to real-world problems.
","Remote in Los Gatos, CA",N/A
Camera & Photos QA Software Engineer,Apple,4.2,"
You will work closely with engineers and your peers in QA to design, create, implement and maintain manual and automated test suites and be responsible for…
","Cupertino, CA+1 location",Full-time
"newMachine Learning Manager, Automation",Square,3.6,"
Hire and develop ML engineers.
So we expanded into software and started building integrated, omnichannel solutions – to help sellers sell online, manage…
","San Francisco, CA",Full-time
newATCSQ QE Engineer,Micron,3.7,"
As a Global Quality Engineering at Micron Technology, Inc., you will work with the worldwide Assembly and Test manufacturing sites and central engineering group…
","Manassas, VA 20110+6 locations",N/A
Staff Aerospace Engineer (Software),Northrop Grumman,4.0,"
Location: Chandler - AZ, United States of America.
Citizenship Required: United States Citizenship.
Telecommute: Yes- May Consider Full Time Teleworking for…
","Remote in Chandler, AZ","$134,400 - $201,600 a year"
newAnalytics Engineer,Velir,3.8,"
Work with Focus + Passion - Display purpose and pride in your work and never stop learning.
Velir’s Data Activation practice is focused on turning client data…
","Remote in Boston, MA",Full-time
Data Engineer,Meredith Corporation,3.6,"
Experience with machine learning is a plus.
Minimum 5 years’ experience as a data engineer/architect.
I. Job Summary | Major goals and objectives.
","Seattle, WA 98122 (Central District area)+1 location",Full-time
newSenior Machine Learning Developer |LATAM|,BairesDev,4.5,"
Work with product team to code and deploy machine learning systems.
Research and implement cutting edge deep learning architecture.
","Colon, PA",N/A
Data Engineer,Cleveland Guardians - Baseball Operations,N/A,"
Collaborate with R&D team to help resolve challenges with new or existing statistical/machine learning models, and move those models into production.
",Remote in Ohio,N/A
Software Engineer,Leica Microsystems,3.7,"
Knowledge of machine learning, deep learning, computer vision, image analysis.
Leica Microsystems has helped shape the future for over 170 years, by developing…
","Hybrid remote in Bellevue, WA+1 location",Full-time
"Principal Data Scientist, Core Commerce Open to remote work,...",Nike,4.1,"
Track record of successfully developing and deploying machine learning models.
Build cutting edge machine learning models that improve Nike’s digital…
","Remote in Beaverton, OR+1 location","$157,500 a year"
Data Scientist,Insurity,2.9,"
2+ years of professional experience in an analytics role, focusing on statistical modeling or machine learning.
Insurity's next Data Scientist.
",Remote,N/A
"Software Engineer in Test, 3+ Years Experience",Snapchat,3.6,"
From developing creative new Lens features for Snapchat, to supporting the continuous growth and evolution of Lens Studio (our platform for an ever-increasing…
","Mountain View, CA 94041 (Old Mountain View area)",Full-time
"Alibaba Group Research Scientist, PhD Graduate Seattle",Alibaba,3.9,"
This position is open to Ph.D. candidates in machine learning, computer science, applied math, statistics, electrical engineering, and other computational…
","Seattle, WA+1 location",N/A
"Staff Software Engineer, Machine Learning",Varo Money,3.3,"
Building and operating machine learning platform.
You’ll join the team that improves user engagement and revenue generation by leveraging machine learning,…
","San Francisco, CA+1 location",Full-time
Sr Machine Learning Engineer,Live Nation,4.1,"
Experience in one or more of the following areas: applied machine learning, machine learning infrastructure, market-facing machine learning product.
","Remote in Los Angeles, CA",Full-time
"Senior Machine Learning, Infrastructure Engineer",Ro,4.1,"
Design APIs for machine learning engineers.
Work closely with machine learning engineers and researchers to develop cloud-based data and training pipelines.
","Toronto, OH",Full-time
Data Engineer,Digital Envoy,N/A,"
Implement ETL pipelines in AWS (Glue/EMR) to support feature stores for analysis and machine learning use cases.
Self-initiative and an entrepreneurial mindset.
",+1 locationRemote,Full-time
SE: Research Platform Pipeline,Aquatic Capital Management,N/A,"
Our engineers are trusted to carry projects through from conception to completion.
In this role, you'll be working closely with researchers and other engineers,…
","Chicago, IL",N/A
Principle Engineer in Artificial Intelligence,Cotocus,N/A,"
Experience in delivering machine learning components on edge devices and is familiar with device level optimizations.
","Sacramento, CA 95822 (Airport area)",N/A
Machine Learning Engineer,Peapod Digital Labs,3.5,"
This position is an opportunity to be part of a fast-growing and globally focused network of data scientists, machine learning engineers, and AI practitioners…
","Quincy, MA 02169+9 locations",N/A
"newProduct Designer, Data Insights & Visualization",Netflix,3.9,"
Create simple, intuitive product experiences for complex data insights and workflows in the realm of data science, machine learning, and API services.
",Remote,N/A
Data Engineer,The Motley Fool,4.2,"
While working closely with our business analysts and machine learning specialists, we serve the data needs of all The Motley Fool Teams!
What does this team do?
","New York, NY+4 locations",Full-time
"Team Lead, Engineering",DataDog,4.0,"
You have experience applying machine learning to real business problems.
Wear multiple hats: software engineer, data engineer, and data scientist, in order to…
","New York, NY",N/A
Research Assistant,Starkey Hearing Technologies,2.9,"
Knowledge of modern machine learning techniques desirable.
Provide feedback to the engineers.
This position works with engineers in our world-class algorithm…
","Eden Prairie, MN 55344",Part-time
newSoftware Engineer - AIOPS/ML - Remote,NetApp,4.1,"
As part of Engineering Tools at NetApp, you will work as part of a team responsible for the development, testing and sustaining of a key component of the NetApp…
","Remote in Research Triangle Park, NC+2 locations",N/A
"Associate Director, Automation & Machine Learning",News Corp,3.8,"
Lead a team of automation engineers and markets experts, working to build and prioritize automation and machine learning solutions for the business,.
","New York, NY",Full-time
Scientific Solutions Engineer,Flywheel.io,N/A,"
Flywheel provides a comprehensive research data solution with all the tools needed for curation, imaging processing, machine learning workflows, and secure…
",Remote,Full-time
Deep Learning Compiler Research Engineer,"Samsung Semiconductor, Inc.",3.0,"
Prior experience implementing/enhancing code generation targeting machine learning accelerators.
Conduct key research and development activities to design,…
","San Jose, CA+1 location",N/A
Software Engineer - Data Engineer,Transform Data,N/A,"
We’ve dedicated our careers to improving data infrastructure, from warehouses to machine learning platforms.
At Transform, we are building a metrics repository…
","San Francisco, CA+5 locations",Full-time
Senior / Staff Software Engineer,The Trade Desk,4.0,"
You are a broadly skilled engineer , accustomed to developing web services.
We don't need engineers who know all the answers; we need engineers who can invent…
","Bellevue, WA+6 locations",Full-time
newSenior Computer Vision Engineer / Scientist,Stryker,3.9,"
Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering, Statistics or related field required, preferably with a focus on computer…
","Menlo Park, CA",N/A
Senior Software Engineer - Computer Vision,99,3.5,"
We are currently looking for highly motivated researchers and engineers with strong background in deep learning.
Engineering - Mountain View, CA - Manager.
","Mountain View, CA+1 location",N/A
newData Analytics Engineer,Louisiana-Pacific Corporation,3.3,"
As a part of the Enterprise Data and Analytics organization, the Data Engineer Analyst will perform routine business analysis using various techniques, e.g.…
","Nashville, TN 37219",N/A
Lead Data Scientist,Levi Strauss & Co.,3.9,"
Operationalize and automate machine learning models, driving seamless production practices from both business and technology perspectives.
",Remote,Full-time
FAST Labs - Machine Learning / Computer Vision Scientist,BAE Systems,3.8,"
Exciting machine learning and video/image exploitation research.
Machine learning, deep learning, and/or computer vision algorithms.
","Durham, NC 27703",Full-time
newPostdoctoral Research Associate - Machine Learning & Al,Oak Ridge National Laboratory,4.3,"
Strong experience with machine learning and deep learning frameworks.
Relevant research experience in machine learning, artificial intelligence, or data science…
","Oak Ridge, TN 37830+3 locations",N/A
EDGE Rotational Program Engineer,EnPro Industries,2.9,"
The EDGE program is designed to help engineers gain the following experiences during their developmental assignments.
Exposed to at least two EnPro divisions.
","Milpitas, CA 95035",Full-time
Artificial Intelligence (AI) Engineer,Thermo Fisher Scientific,3.5,"
Demonstrated passion for artificial intelligence (AI) and machine learning (ML).
Knowledge of current deep learning models and commercially-available deep…
","Remote in Carlsbad, CA",Full-time
Data Scientist,The Hershey Company,3.8,"
Applicants should have a strong background in R Shiny, machine learning (supervised and unsupervised), statistical modeling, feature discovery/selection,…
","Hershey, PA+1 location",N/A
Sr Machine Learning Engineer,Live Nation,4.1,"
Our mission is to make reliable data available and enable value creation by the data community of engineers, analysts and decision makers.
","Remote in Los Angeles, CA",Full-time
Data Engineer,Cleveland Guardians - Baseball Operations,N/A,"
Collaborate with R&D team to help resolve challenges with new or existing statistical/machine learning models, and move those models into production.
",Remote in Ohio,N/A
Software Engineer,Ambarella,N/A,"
Join a team of highly innovative scientists and engineers to research, architect and implement new technologies related to Automotive Camera Solutions.
","Santa Clara, CA",Full-time
newSoftware Engineer,Broad Institute,4.0,"
Experience with statistics and/or machine learning a strong plus.
In the Cancer Data Science group, we leverage data science approaches to understand cancer…
","Cambridge, MA 02142 (Kendall Square area)",Full-time
newSenior Data Scientist,Mercy,3.6,"
Hands-on experience with a broad range of deep learning tools (e.g., TensorFlow, Spark, Theano, PyTorch, Scikit-learn, Keras, Caffe, Nvidia Digits) and…
","Remote in Chesterfield, MO",Full-time
Data Engineer,The Motley Fool,4.2,"
While working closely with our business analysts and machine learning specialists, we serve the data needs of all The Motley Fool Teams!
","New York, NY+4 locations",Full-time
Software Engineer - Estimation and Tracking,ANDURIL INDUSTRIES,N/A,"
Anduril is developing software at the intersection of machine learning, computer vision, and sensor fusion.
Estimation and Tracking engineers at Anduril develop…
","Costa Mesa, CA+3 locations",Full-time
